,req,reqId,reqPriority,reqSeverity,reqType
20222,Generate sphinx docs for the FxA public API.,1574055,P1,normal,enhancement
20223,[BinAST] Support context-0.1 format,1549952,P3,normal,task
20235,Convert content-sessionStore to C++ - [stageII] SessionStorageListener rewriting,1549975,P2,normal,task
20240,[lando-ui] Implement a rough development-only sec-approval html interface,1550013,P2,normal,task
20241,memoize some of the anonid elements in the oneoffs binding,1358503,P1,normal,enhancement
20242,Implement DOM mutation breakpoint UX for inspector markup view,1550030,P3,normal,enhancement
20244,Support |super.prop| in Ion,1378186,P3,normal,enhancement
20246,Shared memory blocks used by the font list should be impossible for content processes to map with write access,1550037,P3,normal,enhancement
20248,Don't eagerly load AboutPages.jsm in content processes,1479241,--,normal,enhancement
20249,[META] Pocket Adzerk integration in 69,1550079,P1,normal,task
20273,[meta] Complete CustomElement for LoginItem,1550086,--,normal,enhancement
20287,Fix theme active check,1550090,P3,normal,task
20288,MTV Endor crestron app on ipad doesn't connect,991101,--,normal,task
20289,Modal to explain connecting a device,1550168,P2,normal,enhancement
20290,Update agent - Task scheduler task for BITS interfacing,1515450,P2,normal,enhancement
20291,Reduce nursery size when JS or GC is inactive,1550382,P3,normal,enhancement
20296,[meta] Reduce task timeouts,1550564,P3,normal,enhancement
20298,Enable AV1 by default on Android,1550568,P3,normal,enhancement
20300,[Meta] Move vorbis decoder into the RDD process,1550570,P2,normal,task
20303,Don't block process launch waiting for the child to send a Mach port,1473156,P3,normal,enhancement
20304,Don't allow browsing contexts to be created in chrome,1550609,--,normal,enhancement
20305,Build with Android support library 26,1385464,--,normal,enhancement
20306,Clean up Discovery uses of limit-visibile-lines,1550624,P3,normal,task
20308,Fix BC Preservation failure in browser_new_tab_in_privileged_process_pref.js,1550638,--,normal,enhancement
20310,Expose FxA services targeting attributes for messages,1550720,P1,normal,enhancement
20312,Only keep BrowsingContextGroups from ContentChild as long as necessary,1550739,P3,normal,task
20314,OTR: Investigate what the check for IRC action in OTR.jsm onSend is supposed to do,1550760,--,normal,task
20316,[META] Pocket Proxy Server,1550853,P2,normal,task
20332,[meta] Re-Implement Telemetry for QuantumBar,1515079,P1,normal,enhancement
20333,[META] Adzerk configuration,1550859,P2,normal,task
20340,IPC support for shared memory with both read-only and read/write capabilities,1550900,P2,normal,enhancement
20341,Sign mar and mbsdiff binaries,1383857,--,normal,enhancement
20342,make applyFiltersToFolders() take a filterType argument,1551043,--,normal,task
20344,[meta] Remove legacy urlbar code once quantumbar shipped,1551227,P3,normal,task
20374,[meta] Debugger 70 Backlog,1551244,P3,normal,task
20421,"The ""button-repeat"" binding will be removed",1453695,--,normal,enhancement
20424,Enable the Visual Viewport API on desktop,1551302,P3,normal,enhancement
20427,[computed view] Property grouping,977128,P3,normal,enhancement
20428,"OTR: When receiving verify request, start with notification",1551590,--,normal,enhancement
20430,Consider removing [array] use in xpidl in Thunderbird,1551704,--,normal,task
20435,Autogenerating shaders using fxc does not work on Linux (MinGW Build),1370007,--,normal,enhancement
20437,Remove interrupts and triplets experimentation code,1552285,P2,normal,task
20440,"Here are a few suggestions for features to be added to Firefox, if possible",294339,--,normal,enhancement
20441,Custom elements: implement ElementInternals/disabledFeatures/element.attachInternals(),1552313,P3,normal,enhancement
20445,Bugzilla::Version has duplicated code compared to Bugzilla::Object,471871,--,normal,task
20446,Implement Network.setRequestInterception,1552326,P3,normal,enhancement
20448,Have Raza convert some subset of about:addons to Fluent,1491680,P2,normal,enhancement
20450,Custom elements: implement form-associated custom elements,1552327,P3,normal,enhancement
20464,[tracking] Reduce release Graph End-to-End times,1552485,--,normal,task
20468,Data Science support for webcompat gap metrics,1552567,P1,normal,task
20471,Cranelift: Performance parity with Baldr on x86_64 for zlib,1552744,P3,normal,task
20475,Get rid of nsIDOMDOMRequest,1450421,P3,normal,enhancement
20476,Find a way to efficiently extract bookmarks paths,408991,P3,normal,enhancement
20477,Evaluate Google FeedBurner for Mozilla's use,807490,--,normal,task
20478,[meta] Audit the usage of nsLayoutUtils::GetCrossDocParentFrame in PresShell::ScrollFrameRectIntoView,1553010,P2,normal,task
20481,[socket-propcess] serialize the whole proxy info to socket process,1521817,P2,normal,enhancement
20482,Show long-form blocked reason for blocked resources in the details sidebar,1553026,P3,normal,enhancement
20485,Only return an origin for schemes that are allowed in the URL spec,1553105,P2,normal,task
20488,[meta] Add tests for the profiler popup UI,1553187,P2,normal,task
20489,Update webrender to e70bae07664def86aefd11c86dac818ab7ea64ea,1483303,P3,normal,enhancement
20491,Profiler popup icon should be more accessible when turned on,1553305,P2,normal,enhancement
20493,New feature: export/import saved logins,1497044,--,normal,enhancement
20494,[meta] Debugger Source Requests,1553309,P3,normal,task
20497,"[meta] (Outreachy) Create a new certificate viewer in Firefox, based on Certainly Something",1553524,P2,normal,task
20547,"Remove the ""tree"" tests from the ""toolkit"" folder",1446388,P3,normal,task
20548,Use minidump-analyzer to append Windows AV/spyware/firewall data to crashreport .extra file; add to telemetry environment data lazily,1553536,--,normal,task
20549,"Only load the <input type=""time/date""> picker code when it's used",1467586,--,normal,enhancement
20550,run test suites on windows 10 may 2019 release 1903,1553572,--,normal,task
20551,about:preferences#containers accessible via URL even though privacy.userContext.enabled;false,1345643,P3,normal,enhancement
20552,Profiler popup should inject a frame script into profiler.firefox.com to notify of its existence,1553613,P2,normal,enhancement
20555,[META] Performance Tweaks,1553937,--,normal,enhancement
20565,Create an `hg-http-server` Ansible role for setup of HTTP based authentication,1554199,--,normal,task
20566,[wish] Messages of a folder saved in individual files (instead of one big file),335650,--,normal,enhancement
20567,[Form Autofill] Cardholder name field in Sears should be detected as cc-name,1392958,P3,normal,enhancement
20568,Integrate an HTTP authentication Docker endpoint into version-control-tools test suite,1554230,--,normal,task
20570,Support calling ReplayDebugger Objects,1524036,--,normal,enhancement
20571,Repurpose hgssh3 for use as hgsso1,1554231,--,normal,task
20574,Frequent intermittent leaks in html/browsers/offline/introduction-4/ WPT,1524052,P3,normal,enhancement
20575,Batch resource updates in transactions.,1393031,P1,normal,enhancement
20576,Install `sso` extension in configwizard,1554232,--,normal,task
20578,Deprecate SSH on hgmo,1554236,--,normal,task
20581,Implement Permissions API extension to WebDriver,1524074,P3,normal,enhancement
20582,Replace `pash` self-service utility with something new,1554243,--,normal,task
20584,Sent metrics for hg.mo SSO endpoints to InfluxDB,1554248,--,normal,task
20587,Create sidebar navigation component,1554593,P1,normal,enhancement
20590,"DOM Mutation Breakpoints:  Implement UI for ""Skip All Pausing""",1573695,P3,normal,enhancement
20592,Show hint messages for wrong values in app.manifest,1554640,P3,normal,enhancement
20594,[META] Accessibility Improvements for New Tab,1554739,P1,normal,enhancement
20605,JS IPDL: Refactor object lifetimes & lifecycles,1503513,P3,normal,enhancement
20607,[meta] Bugs we want to fix before enabling WR in GV Nightly,1554763,P3,normal,task
20611,Get the editor UI create workertypes,1554800,--,normal,task
20614,[tracker] Deploy a staging instance of Taskcluster,1554801,--,normal,task
20619,Provide a UI for editing networks.txt or a XML replacement,577072,--,normal,enhancement
20622,Run raptor-youtube-playback jobs for Chromium in CI,1554967,P2,normal,task
20623,[META] Build Infrastructure for UJ/New Tab code integration into regular m-c workflow,1555052,P1,normal,task
20641,Show the related extension for blocked resources,1555057,P3,normal,enhancement
20644,Implement VR frame capture for PuppetVRSession,1555180,--,normal,enhancement
20645,ARM64: 25%-30% of wasm baseline compilation time spent in vixl assembler,1443082,P3,normal,enhancement
20646,Change name of Default Fields Centralized,306028,--,normal,enhancement
20648,Return timer results to JS as defined in PuppetVRSession command buffers.,1555182,--,normal,enhancement
20650,Enable PuppetVRSession to work when VR process is enabled,1555188,--,normal,enhancement
20653,Make nsNSSSocketInfo::IsAcceptableForHost work asynchronously on the socket process,1485652,P5,normal,enhancement
20654,Convert TabClient to a protocol.js front,1485660,P2,normal,enhancement
20655,Convert RootClient to protocol.js front,1485661,P2,normal,enhancement
20656,Convert WebConsoleClient to protocol.js front,1485664,P1,normal,enhancement
20658,add aarch64 windows support to the interceptor code,1485701,--,normal,enhancement
20661,Implement Android and GeckoView support for PuppetVRSession,1555192,--,normal,enhancement
20664,Allow overriding DPR when a device is selected,1319599,P2,normal,enhancement
20665,[BinAST] Add context format variant of BinASTSourceMetadata,1555387,P3,normal,task
20666,Incorrect declaration in the switch/case (break before the expression),1383657,--,normal,enhancement
20667,[meta] Improve default TLS performance on ARM32,1555407,P1,normal,task
20670,Email an alarm message,394878,--,normal,enhancement
20671,Remove menupopup binding,1555497,--,normal,task
20674,[meta] Debugger 71 Backlog,1573060,--,normal,task
20675,[meta] Support for popular WS protocols,1555636,P2,normal,enhancement
20679,[meta] Tests for WS monitor feature,1555643,P2,normal,task
20687,Run |mach google| using Python 3,1555762,P3,normal,task
20690,"Don't autocomplete saved logins on `autocomplete=""new-password""` fields when a generated password is also offered",1555856,P3,normal,enhancement
20691,Make editor not update Selection directly,1555919,P2,normal,enhancement
20693,Support multiple processes accessing the session history object,1555964,P2,normal,task
20695,speedof.me reports download speeds for Geckoview_example and Fenix to be ~40% to 50% of Chrome's - Moto G5,1556022,P3,normal,task
20698,Remove CPU architecture from the Windows and Unix User-Agent strings and navigator APIs,1556223,P3,normal,enhancement
20700,"Add a ""Show DOM properties"" inspector panel",1320351,P2,normal,enhancement
20702,[meta] Custom elements: implement ElementInternals,1556359,P2,normal,enhancement
20712,[meta] Enable more ESLint rules for extensions/,1556380,P3,normal,task
20714,"Requests blocked by addons, CORS, tracking don't display properly in Network panel",1556451,P2,normal,enhancement
20716,[Wayland] After Firefox start content can be displayed off the firefox window,1522474,--,normal,enhancement
20720,Keep RefreshDriver ticking before first contentful paint,1521786,P2,normal,enhancement
20721,Implement feature-policy,1390801,P3,normal,enhancement
20722,Fix browser_temporary_permissions.js to work with Fission,1573958,P1,normal,task
20724,[meta] DocumentChannel,1556493,P2,normal,enhancement
20729,Fix telemetry/telemetry path component in firefox-source-docs,1574609,--,normal,task
20730,Improve graph colors and add symbols to better distinguish between tests,1574628,P3,normal,enhancement
20731,WebRender vs. Non-WebRender Experiment for Geckoview (nightly),1556534,P3,normal,task
20734,Replace “Email sent to” message with a toast notification,1556727,--,normal,enhancement
20737,[meta] Convert about:addons entirely to HTML [phase 2],1556776,--,normal,task
20749,Fix web console message_count reporting,1456772,P2,normal,enhancement
20750,Enable more ESLint rules for image/,1556840,P3,normal,task
20752,Can we make IsAcceptableForHost async,1556952,P3,normal,enhancement
20754,Describe supported browsers in User Guide,1557154,--,normal,task
20756,Make Service Workers debugging compatible with remote debugging,1557170,P2,normal,task
20759,Need a BuildID that updates even for local Android builds,1557215,--,normal,enhancement
20760,Remove extra getDeviceDescription call in new about:debugging sw push,1557250,P3,normal,task
