,BinaryClass,CosSimilarity,MultiClass,SemSimilarity,req1,req1Id,req1Priority,req1Severity,req1Type,req2,req2Id,req2Priority,req2Severity,req2Type
2,1,0,requires,0,[meta] Improvements to the <input type=color> implementation,1445061,--,normal,enhancement,Consider moving Baseline fallback IC stub code to JSRuntime,1501310,P3,normal,enhancement
3,1,0,requires,0,[meta] Improvements to the <input type=color> implementation,1445061,--,normal,enhancement,[meta] WebRender stability,1357819,P3,normal,enhancement
0,1,0,requires,0,Integrate PDFium for converting EMF on Windows,1368948,P1,normal,enhancement,[meta] Improvements to the <input type=color> implementation,1445061,--,normal,enhancement
0,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,Convert devtools tests debugging chrome context and interacting with server references.,1520782,P1,normal,enhancement
1,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,Display search results when searching across all network resources,1454312,P2,normal,enhancement
2,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,Adjust XMLHttpRequest Content-Type handling,1454325,P3,normal,enhancement
3,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,[meta] Implement a new anti-tracking feature,1460058,P1,normal,enhancement
4,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,Stop using PathBuilderSkia in PathBuilderRecording,1447839,P2,normal,enhancement
5,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,Autoimport Redesign Based off of usertesting.com results,1357497,P1,normal,enhancement
6,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,Connect CloudAMQP to Papertrail,1357538,P3,normal,enhancement
7,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,Add Events side panel,1226640,P3,normal,enhancement
8,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,OS.File.writeAtomic fails to perform write operation on mochitest-plain on linux64-jsdcov,1454265,--,normal,enhancement
0,1,0,requires,0,Create a general worker that submits transparency certs to CT,1346360,P2,normal,enhancement,[META] Reporting,1445083,--,normal,enhancement
0,1,0,requires,0,[META] Thumbnails,1445085,--,normal,enhancement,STL: Review exception safety of <map> on gcc and MSVC,556702,--,normal,enhancement
1,1,0,requires,0,[META] Thumbnails,1445085,--,normal,enhancement,"Remove ""Use a background service to install updates"" option in preferences",1461755,P3,normal,enhancement
2,1,0,requires,0,[META] Thumbnails,1445085,--,normal,enhancement,[MDC1] Please reseat moonshot moon-chassis-1 35th cartridge,1470972,--,normal,task
3,1,0,requires,0,[META] Thumbnails,1445085,--,normal,enhancement,Upgrade elasticsearch libraries and code to support ES 5.3,1342081,P3,normal,task
4,1,0,requires,0,[META] Thumbnails,1445085,--,normal,enhancement,Prevent text selection on the application panel,1462237,P3,normal,enhancement
0,1,0,requires,0,Create a general worker that submits transparency certs to CT,1346360,P2,normal,enhancement,[META] Thumbnails,1445085,--,normal,enhancement
1,1,0,requires,0,Optimize addAddonsToCrashReporter at startup,1456262,--,normal,enhancement,[META] Thumbnails,1445085,--,normal,enhancement
0,1,0,requires,0,Revert workaround for a VS2017 <15.6 constexpr pointer math bug,1445089,P3,normal,enhancement,Enabling Search in Nightly,1574430,P3,normal,task
0,1,0,requires,0,"ASR Snippets should respect onboarding, user pref",1492942,P1,normal,enhancement,Revert workaround for a VS2017 <15.6 constexpr pointer math bug,1445089,P3,normal,enhancement
0,1,0,requires,0,[meta] Improve ARM64 Simulator,1445162,P3,normal,enhancement,[de-xbl] Port bug - 1491756 to suite; Convert mail-tagfield to custom element.,1496175,--,normal,enhancement
1,1,0,requires,0,[meta] Improve ARM64 Simulator,1445162,P3,normal,enhancement,Support multi-resolution tiles in WR picture caching.,1574399,P3,normal,enhancement
0,1,0,requires,0,Port URL tooltip from urlbarBindings.xml to UrlbarInput.jsm,1491249,P2,normal,enhancement,[meta] Improve ARM64 Simulator,1445162,P3,normal,enhancement
0,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Replace usages of statusText and maybe other properties with attribute getters and setters,1452059,--,normal,enhancement
1,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Extend addTab to allow selecting a tab and remove the loadOneTab() API,1475606,P3,normal,enhancement
2,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,MOZ_CARGO_WRAP_LDFLAGS should filter out CFI santization,1481638,--,normal,enhancement
3,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Don't dispatch a FinishedAsyncPaintTask message in PaintThread,1482956,P3,normal,enhancement
4,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Take over selection into inline editor,1351982,P3,normal,enhancement
5,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Add snippets targeting for pinned sites on newtab,1483055,P3,normal,enhancement
6,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Add snippets targeting if a user has clicked Pocket's 'View List' via the awesome bar button,1483973,P3,normal,enhancement
7,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Load customElements.js even for windowless browsers in xpcshell tests,1484326,--,normal,task
8,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Firefox should remember redirection/reload permissions in a per-domain basis,437738,--,normal,enhancement
9,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,moz-phab does lots of rebasing without evolve installed,1491267,P3,normal,enhancement
10,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,BigInt relational comparison,1492669,P2,normal,enhancement
11,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,"Make decision-task-generated tasks depend on a ""dummy"" task",1373013,--,normal,task
12,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Provide a way to run a JS script every time a chrome global gets created,1442006,P5,normal,enhancement
13,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,"Remove the ""autorepeatbutton"" element",1457719,P1,normal,task
14,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,[Wayland] nsWindow update for non-X11 backend,1215104,P5,normal,enhancement
15,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Tweak the prediction algorithm for Email fields.,1349492,P3,normal,enhancement
16,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,FX_TAB_SWITCH_TOTAL_E10S_MS doesn't include time to composite the new tab.,1481704,P1,normal,enhancement
17,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,1.42ms uninterruptible reflow (sync layout flush) at onResize in tabprompts.jsm,1361115,P4,normal,enhancement
18,1,0,requires,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Allow for multiple initialowner or initialqacontact instances per component,50890,P3,normal,enhancement
0,1,0,requires,0,Implement the ability to add individual bugs to saved searches,313020,--,normal,enhancement,[meta] New DevTools application panel,1445185,--,normal,enhancement
1,1,0,requires,0,BaselineJIT: Add IC stub for String_split,1366377,--,normal,enhancement,[meta] New DevTools application panel,1445185,--,normal,enhancement
0,1,0,similar,0,[meta] New DevTools application panel,1445185,--,normal,enhancement,Flip the pref to turn simplified onboarding on,1496721,P1,normal,enhancement
0,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"Instrument inspection of ""Filter changes"" in the Network Panel with event telemetry",1463144,P2,normal,enhancement
1,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Bookmarking insert APIs should accept tags,1452069,P2,normal,enhancement
2,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Replace GL_PROVIDER_GLX by MOZ_X11 to build X11 dependent code,1464037,P2,normal,enhancement
3,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"Dock menu support for Mac OS X (add ""New Window"" menu item)",415463,--,normal,enhancement
4,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,[meta] Debugger pretty printing,1070862,P5,normal,task
5,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,[meta] Browser debugging,1070868,P5,normal,task
6,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Applescript: impossible to read busy property of a window,158388,--,normal,enhancement
7,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,[RFE] Composer: Create/Edit frameset pages,158505,--,normal,enhancement
8,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,RFE: Task progress window,296425,--,normal,enhancement
9,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Helper-Applications: Would like to open pictures with a viewer,165385,--,normal,enhancement
10,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Reduce clang-cl warnings from ipc/mscom/,1479779,--,normal,enhancement
11,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"Instrument inspection of ""Change DPR"" in RDM with event telemetry",1480763,P2,normal,enhancement
12,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Fix React-related console errors in grid layout panel,1350046,P3,normal,enhancement
13,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"Enable ""Open in New Tab"" for JavaScript Links",301950,--,normal,enhancement
14,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Add nofollow to all external links,1482447,--,normal,enhancement
15,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Stop loading ZoomChild.jsm before necessary,1483363,--,normal,enhancement
16,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Move toolsbars,175482,--,normal,enhancement
17,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"""Slow loading trackers"" vs. ""All detected trackers"" unclear",1486257,--,normal,enhancement
18,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Add a linter to detect unused imports,1355202,P4,normal,enhancement
19,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,[SM] Checkbox to remember the decision the user makes in the askSendFormat dialog so that we don't ask again,44494,--,normal,enhancement
20,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Create FxA onboarding card,1501817,P1,normal,enhancement
21,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,[remote-dbg-next] Reuse Message component from aboutdebugging in aboutdevtoolstoolbox,1523252,P3,normal,enhancement
22,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Need silent exit path from iPad Room Control.,998998,P1,normal,task
23,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"JobModel.getList() doesn't include the ""taskcluster_metadata"" property, unlike JobModel.get()",1523848,P3,normal,enhancement
24,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Layout endpoints for Text Promo experiment,1573226,P1,normal,task
25,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Configure parallelism automatically when sccache-dist is in use,1573691,--,normal,enhancement
26,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"DOM Mutation Breakpoints:  Implement UI for ""Skip All Pausing""",1573695,P3,normal,enhancement
27,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,"Remove code for the ""Restore Tabs From Last Time"" button in the tab bar",1451709,--,normal,task
28,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Application panel: add tracking parameters to outgoing links in application panel,1451737,P3,normal,enhancement
29,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Make browser_style: true; opt-in the current browser theme,1455960,P3,normal,enhancement
30,1,0,requires,0,[meta] DevTools application panel: Foundation,1445192,--,normal,enhancement,Enable animation tests on WebRender,1455999,P2,normal,enhancement
